odia_word,desia_word,desia_sentence
ଗମ୍ଭୀରଗଛ , ଗମାରୀ ଗଚ ,  ଏବର ତୁଣି କାଲିର୍‌ ଫୁଲ୍‌ |
ଗଦ ଗଛ , ଗ୍ଗଛ ,  ସବୁ ଫୁଲର୍ବଗା ଆଚେ |
ଛଣ ପଟ , ଶୁକୁଲି ପିରି ," ଫୁଲ୍‌, ଫଳର ଡେଟି ଆଚେ |"
ଛତୁ , ଛାତି ,  ଆମ୍‌ ଗଚେ ବଉଳ ଆଇଲା |
ନଳିତା / ଝୋଟ , କାଉରିଆ ,  ଗଚେ ଫୁଲ କେରା କେରା ହେଇ ଝଡ଼ିଗଲାନି |
ଫୁଲ ,  ଫୁଲ୍‌ , ଫୁଲ୍ମାଲ୍‌ ମୁର୍ତି ମନ୍କେ ଓଲାଇବାର |
କଡ଼ି , ଡୁଣି , ମଲ୍ଲିଫୁଲ୍‌ ବଡ଼୍‌ ବାସ୍ନା |
କେଶର , ବଗା , ବାସିଫୁଲ୍‌ ମାପୁରୁର୍‌ ପୁଜାଆନେ କାମ୍‌ ନା ଆସେ |
ବୃନ୍ତ , ଡେଟି ,  ପୁଲ୍କୁଣ୍ଡେ ଗୁଲାବି ପୁଲଗଚ୍‌ ରୋପ୍ଲୁ |
ବଉଳ ,  ବଉଳ/ ଫୁଲ , ପାରିଜାତ ଫୁଲ୍‌ ପୁଜାଆନେ ଲାଗ୍ସି |
ଫୁଲ ପାଖଡ଼ା , ଫୁଲ୍‌କେରା , ଆମର୍‌ ଗୀ ବନ୍ଦେ ଜବର୍‌ କଇଁଫୂଲ ଫୁଟ୍‌ଲା ଆଚେ |
ଫୁଲମାଳ ,  ଫୁଲମାଲ , କରିବାର୍‌ ଫୁଲ୍‌ ଦେଖବାକେ ଡଉଲ୍ଦିସ୍‌ସି |
ସୁବାସ , ବାସନା , କାମିନୀ ଫୁଲ୍‌ ବଡ଼େ ବାସ୍ନା |
ବାସିଫୁଲ ,  କାଲିର ଫୁଲ , କମ୍‌ନେ ଜବର୍‌ କୁନ୍ଦ୍‌ ଫୂଲ୍‌ ଫୁଟ୍‌ଲା ଆଟେ |
ଫୁଲକୁଣ୍ଡ , ପୁଲକୁଣ୍ଡ ,  କୁସନଚୁଡ଼ା ଗଟେ ରଙ୍ଗ ରଙ୍ଗ ଫୁଲ୍‌ ଫୁଟ୍‌ଲା ଆଟେ |
ଅପରାଜିତା , ପାରିଜାତ ,  କେତ୍କୀ ଫୁଲ ମାଘମାସେ ଫୁଟ୍‌ସି |
କଇଁ , କଇଁ , ମାଣ୍ଡାଫୁଲ୍‌କେ ମାଲା କଲେ ସରି ଡଉଲ୍‌ ଡିସସି |
କରବିର , କରିବାର , ଶିବମାପୁରୁର୍‌ ଫୁଲ୍‌ ଆଚେ |
କାମିନୀ , କାମିନୀ , ଜାଭଫୁଲ ର୍‌ ବାସ୍ନା ନିକ ଲାଗ୍ସି |
କନ୍ଦ , କୁନ୍ଦ , କେରାଟ୍‌ ଫୁଲ୍‌ ଧବ୍ଲା ଦିସ୍‌ସି |
କୃଷ୍ଠଚୂଡ଼ା ,  କୃସନ୍ଚୁଡ଼ା ,  ଦୁଦୁରାଗଚ୍‌ ବଇଦ ଆନେ ଲାଗ୍ସି |
କେତକି ,  କେତକୀ , ବନ୍ଦେ ପଦୁଅ ଫୁଲ୍‌ ଫୁଟ୍‌ଲା ଆଚେ |
ଗେଣ୍ଡା , ମାଣ୍ଡାଫୁଲ , ଠାକୁରାଣି ପୁଜା ଆନେ ଲାଗିସି।
ଚମ୍ପା , ଚପାଫୁଲ ,  ମଲିଫୁଲ୍‌ ବାସ୍ନା ମକେ ନିକ ଲାଗ୍‌ସି |
ଜାଭା , ଜାଉ , ବିଅନ ବୁନ୍‌ବା ଆଗେ ଶୁଖୁଲା ମାଲ୍‌ତି ଫୁଲ କେ ଆନି ପୁଜା କର୍ବାଏ।
ଟଗର , କେରାଟ୍‌ , ଜୁଇଫୁଲର୍‌ ବାସ୍ନା ଚାର୍‌ ବେର୍ନେ ଟହଟି ଯାଇସି |
ଦୁଦୁରା , ଦୁଦୁରା ,  ଖର୍ସାଲି ପତର୍‌ ମାର୍ଲିଆ ଜର୍‌ କେ ବଇଦ ହେଇସି|
ପଦ୍ମନ , ପଦୁଅ , ସୂରଜ୍‌ ମୁଖୀ ଫୂଲନୁ ତେଲ୍‌ କାଡ଼୍‌ବାଏ |
ମନ୍ଦାର , ମନ୍ଦାର ଫୁଲ୍‌ ,"  ଆମର୍‌ ଇସକୁଲେ ଆକା, ଭାଲିଆବାଡ଼ ଆଚେ |"
ମଲ୍ଲି ,  ମଲିଫୁଲ୍‌ , ସବୁ ବରନର୍‌ ଢାଲିଆ ଫୁଲ୍ଗଚ୍‌ ଆଚେ |
ମାଳତୀ , ମାଲତୀ ଫୁଲ , ସବୁଦିନ୍‌ ଫଲ୍‌ ଖାଇଲେ ଗାଗଡ଼୍‌ ନିକ ରଇସି |
,,  କାଚା ଆମକେ ଟଟ୍ନି କର୍ବାଏ |
ଯୁଇଁ ,  ଜୁଇଫୁଲ , ସଜ ତଲବା ଫଲ୍‌ ଏବେ ଆନ୍‌ଲି ଆଚି ।
ଶେଫାଳି ,  ଖରସାଲି , ପାକ୍ଲା ଫଲ୍‌ ରାମ ଖାଇଲାନି |
ସୂର୍ଯ୍ୟମୂଖୀ , ସୁରଜ ମୁଖୀ , କମ୍‌ଲା ଫଲ୍‌ ରସ୍‌ ଖାଇବାକେ ସର୍ଦା ଲାଗ୍‌ସି |
ବଗିଗ୍ନ , ବାଡ଼ , ଟାକୁ ଭିତରର୍‌ କଇଲିକେ ପିଟାକରି ଖାଇଲୁନି |
ଡାଲିଆ , ଢାଲିଆ , ଆମ୍‌ ଝୂପା ଫଲ୍ଲା ଆଚେ |
ଫଳ , ଫଲ ,  ଆମ ଝୁପାଝୁପା କରି ଫଲଲା ଆଚେ |
କଞ୍ଚାଫଳ ,  କାଚାଫଳ ,  ଏପୁଲ ଖାଇବାକେ ବଡ଼ ସର୍ଦା ହେଇସି |
ତଟକା ଫଳ , ସଜ ତଲ୍‌ବା ଫଲ୍‌ , କାଚା କଦ୍ଲି ଶାଗ୍‌ କରି ଖାଇବା କାତା |
ପାଚିଲାଫଳ , ପାକଲା ଫଲ , ପାକ୍ଲା କଦ୍୍‌ଲି ସାପୁରୁ କରବାକେ ହେଇସି |
ଫଳରସ ,  ଫଲରସ ,  କିସ୍‌ମିସ୍‌ ଖାଇବାକେ କଣ୍ଡେକ୍‌ ଆସଲି ଲାଗ୍ସି |
ଟାକୁଆ , ଟାକୁ ,  ସବୁ ରକମର୍‌ କୋଲି ଆଚେ |
ଗୋଛା , ଝୁପା , ଗୁଆ ଗଚେ ଗୁଆ ଫଳ୍ସି |
ଆମ୍ଭ , ଆମ୍‌ ,  ଢୁମ୍ରୀ ଫଲ୍‌ ଗାଦ୍ଲାମନ୍‌ ଖାଇବାକେ ଆସ୍ବାଇ |
ସେଓ ,  ଏପୁଲ , କାରାମାସେ କର୍ଭୁଜା ଖାଇବାକେ ମନ୍‌ ଲାଗ୍‌ସି |
କଦଳୀ ,  କଦଲୀ ,  ତେତ୍ଲି ପକାଇ ଆମଟ୍‌ କରୁ |
ପାଚିଲାକଦଳୀ , ପାକଲା କଦଲୀ , ଜାମ୍‌ ତଲ୍ବାକେ ଆଯା ଗାଲାନି |
କିସ୍‌ମିସ୍‌ , କିସ୍‌ମିସ୍‌ ,  ଚେର୍ଚନା ଭୁଁଏ ହେଇସି |
କୋଳି ,  କୋଲି , ପିଲାମନ୍‌ ଲିଚୁ ତଲିକରି ଖାଇଲେନି |
ଗୁଆ , ଗୁଆ ,  ଲକମନ ଭାଲିଆ ପାଲା ଡ଼ଙ୍ଗରେ ରୋପିଲାଇ |
ଡିମିରି , ତୁମୁରୀ ,  ଏସୁ ଆମର୍ବାଡ଼େ ଜବର୍‌ ମିଟାକାନ୍ଦା ହେଲାଆଚେ |
ତରଭୁଜ ,  କର୍ଭୁଜା ,  ମୁଇଁ ପେଜ୍‌ ନା ଖାଇଲାଇ |
ତେନ୍ତୁଳି ,  ତେତ୍ଲି ,  ଆମେ ସବୁ ମିଶି ଗୁପତସର ଗଲୁନି |
ପିଜୁଳି , ଜାମ୍‌ ,  ଆମେମନ୍‌ ନାଟ ଦେକିବାକେ ଯାଇରେଲୁ |
ବାଦାମ ,  ଚେର୍ଚନା ,  ତୁଇ କାଇଟା କଲୁସ୍ନି ?
ଲିଚୁ , ଲିଚୁ ,  ତମେମନ୍‌ ଇଟାନେ ବସା |
କାଜୁବାଦାମ୍‌ , ଭାଲିଆ ,  ସେ କାଇଲା ପଡ଼୍ଲା ଆଟେ |
କନ୍ଦମୂଳ , ମିଟାକାନ୍ଦା ,  ସେମନ୍‌ ଗାଉଁ ଗଲାଇନି |
ମୁଁ , ମୁଇଁ ,  ଏଟା କାଇକାତା ?
ଆମେ , ଆମେ ,
ଆମ୍ଭେମାନେ , ଆମେମନ୍‌ ,  ତୁଇ ସେଟା କାଇଟା କଲୁସ୍ନି ?
ତୁ , ତୁଇ ,  ସେମନ୍ର ନାଅଁ ପଚାରା ?
ତୁମ୍ଭେମାନେ , ତମେମନ୍‌ ,  ସେଟାମନ୍‌ କନି ଘେନିଲିସ୍‌ ?
ସେ , ସେ ,  ତକେ କନ୍‌ ଡ଼ାକଲାନି ?
ସେମାନେ ,  ସେମନ୍‌ ,  କନ୍ମନ୍‌ ହାଟେ ଗଲାଇନି ?
ଏଏହି/ ଏହା , ଏ/ ଏଟା ,"  ଯନ୍ଲକ୍‌ କାମ୍‌ କର୍ସି, ତାକେ ଡ଼ାବୁ ଦେବାଏ |"
ଏହିମାନେ/ଏଗୁଡ଼ିକ୍‌ ଏମନ୍‌ ଏଟାମନ୍‌ , ଏଟାମନ୍‌ କାଇ ଜିନିସ୍‌ ଆୟୀ ?,  ନା ଖାଇଲାର ତାକେ ଖାଇବାକେ ଦିଆ |
ସେହି/ତାହା , ସେ ସେଟା , ଏମନ୍‌ର କାଇଟା ଆଚେ।
ସେହିମାନେ , ସେମନ୍‌ ,  ଆକେ କୁନ୍ଦୁରା ତାକିନିଆ ।
ସେଗୁଡ଼ିକ , ସେଟାମନ୍‌ , ଇଟାମନ୍‌ ମୂଇଁ ଜୟ୍ପୂର୍‌ ତାନଲେ ଘେନି ଆନିଲିସ୍‌ ।
କିଏ ,  କନ୍‌ ,  ସେମନ୍କେ ଚଇତ୍‌ ପରବ୍‌ ଦିନ୍‌ ଡାକିଆନା |
କେଉଁମାନେ , କନ୍‌ମନ୍‌ ,  ତାକେ ଗଟେ ବହି ଦିଆ ।
ୟେ ଯିଏ , ଯନ୍‌ ,  ତାକେମନ୍‌କେ କାଇଟା ମିଶା ନାକୁହା |
ଯନମନ୍‌ ,  ଯନ୍ମନ୍‌ ,  ତମ୍‌କେମୁଇ ତାକିରେଲି |
ଏହାଙ୍କର , ଆରଟା/ଏମନର ,  ତକେ ଆଜି ନନ୍ଦପୁର ଯିବାକେ ପଡ଼ସି |
ଏହାକୁ , ଆକେ ,  ଆମ୍କେ କାଏକାଜେ ଖଜ୍ତେ ରେଲାସ୍‌ |
ଏଗୁଡ଼ିକ , ଏଟାମନ୍‌ ,  ନାୟକ ଆମମନ୍କେ ଡାବୁ ଦେଲା |
ସେମାନଙ୍କୁ , ସେମନ୍‌କେ ,  ମୋକେ ବଡ଼ ଭୁକ୍ଲାଗ୍ଲାନି |
ତାକୁ , ତାକେ ,  ତକେ କେତେକ୍‌ କଇବାର ?
ତାଙ୍କୁ ,  ତାକେମନ୍‌କେ ,  ଗାଏଁ କେ ଆସ୍‌ଲାଆଚେ |
ତୁମକୁ , ତମ୍‌କେ ,  ଏମନ୍‌ର ପାଇଁ ପେଜ୍‌ ରାନ୍ଦୁ |
ତୋତେ ,  ତକେ , ତାର୍‌ କାତା ନା ଶୁନା |
ଆମକୁ ,  ଆମ୍‌କେ ,  ଏଗର୍‌ ତାକର୍ଟା |
ଆମ୍ଭମାନଙ୍କୁ , ଆମମନ୍‌କେ ,  ସେମନ୍ର ଜବର୍‌ ବେଡ଼ାକୁଡ଼ା ଆଚେ |
ମୋତେ ,  ମୋକେ ,  ଏ ପେନ୍‌ ମରଟା |
କେତେକ ,  କେତେକ୍‌ ,  ଆମର୍‌ ଗାଏଁ ନାଟ୍‌ ହେଲାନି |
କେହି ,  କେ/ କେମ୍ନ୍‌ ,  ତମର୍‌ ଗାଏଁ ଇସୁକୁଲ୍‌ ଆଚେ |
ଏମାନଙ୍କର , ଏମନ୍‌ର ,  ଯାର ଖାତା ତାକେ ଦିଆ |
ତା'ର , ତାଂର୍‌ ,"  ଯନ୍ମନ୍ର ପେନ୍‌ସିଲ୍‌ ନାଇ, ତାକେ ଦିଆ |"
ତାଙ୍କର ,  ତାକର , ଏ ସାଇକଲ୍‌ ତାର୍ଟା |
ସେମାନଙ୍କର , ସେମନ୍‌ର ,  କନ୍‌ମନର୍‌ ବେଡ଼ା ନିଆୟ |
ମୋର , ମର୍‌ଟା ,  ମୋର୍‌ କାଜେ ବାବା କାମିଜ ଘେନିଆନ୍‌ଲା |
ଆମ୍ଭର , ଆମର୍‌ ,  ଆମରକାଜେ ସେ ଜାଗିରେଲା|
ତୁମ୍ଭର ,  ତମର ,  ତର୍କାଜେ ମୁଇଁ ଲଡୁ ଆନିରେଲି |
ଯାହାର , ଯାର ,  ତମର୍କାଜେ ମୁଇ ଫନ୍ଦି ଅଇଲି |
ଯେଉଁମାନଙ୍କର , ଯନ୍‌ମନ୍‌ର ,  ତାକର୍କାଜେ ରାନ୍ଦା ହେଲାନି ।
ତା'ର/ ତାହାର , ଏ ସାଇକଲ୍‌ ତାରଟା , ସେମନ୍‌ର କାଜେ ଗାଏଁ କଲିକନ୍ଦା।
କେଉଁମାନଙ୍କର , କନମନ୍‌ର ,  ପଦଲାମ ନିଜର୍‌ କାଜେ କାଇଟା ମିଶା କରିନା ପାର୍‌ଲା।
ମୋ ପାଇଁ ,  ମୋରକାଜେ ,  ସେ ବଡ଼େ ଜାଗରତ୍‌ ହୋଇ କରି କାମ୍‌ କଲାନି |
ଆମ୍ଭମାନଙ୍କ ପାଇଁ , ଆମର୍‌କାଜେ ,  ସଂଜ୍‌ ଅଇଲେ ଗରୁମନ୍‌ ଗରେ ଖେଟିବାଯ୍‌ |
ତୋପାଇଁ ,  ତରକାଜେ ,  ବେଡ଼ାନେ ଉଷ୍ମାର୍ବା ପଚେ ବିଷ୍‌ ଅଇବାକାଜେ ମାଚ୍‌ମନ ମରିଗାଲେନି।
ତୁମପାଇଁ ,  ତମରକାଜେ ,  ଆମର୍‌ ଗାଉଁର ନାଟ୍ରଗୁରୁ ବଡ଼େ ଜାନ୍ବାଲକ୍‌ |
ତାଙ୍କପାଇଁ ,  ଚାକର କାଜେ ,  ସେ ସବୁଲକର୍‌ କାଜେ କାମ୍‌ କର୍ସି |
ସେମାନଙ୍କ ପାଇଁ , ସେମନ୍‌ର କାଜେ ,  ତୁଇ ଇସୁୁଲେ ଗୋଲ୍ଦନ୍ଦ ନା କରା |
ନିଜପାଇଁ ,  ନିଜରକାଜେ ,  ତାର ନସ୍ଟ ଅଇଲେ ତୋକେ କାଇଲାବ୍‌ ?
ସାବଧାନ ,  ଜାଗରତ୍‌ ,  ନର୍ମାରୁକେ ଜମାନ୍‌ ବାନ୍ଦି ନେଲାନି |
ସନ୍ଧ୍ୟା , ସଞ୍ଜ ,  ତୁଇ ମନେ କାଇକାତା ବାବ୍‌ଲୁସ୍‌ |
ବିଷାକ୍ତ , ବିଷ୍ଅଇବା , ଏବର୍‌ପାଇଁ କାମ୍‌ ଚଲେଇରା |
ଜ୍ଞାନୀ ,  ଜାନିବାଲକ୍‌ ,  ସେ କାମକେ ଚେର୍‌ଷ୍ଟୀ କରୁ |
ସାର୍ବଜନୀନ , ସବୁଲକ୍‌ର , ଦେବୀଦେବ୍ତାକେ ଜୁଆର୍‌ କରୁ ଆରିଗୀତ୍‌ ଗାଉ |
କଳହ ,  ଗେଲ୍ଦନ୍ଦ୍‌ , ସେ ବଡ଼େ ଦୟାକରୁ |
କ୍ଷତି , ନସ୍‌ଟ , ସଂସାରର୍‌ କାତା ତୁଇ ଆରି ନା କଅ|
ହତ୍ଯାକାରୀ , ନରମାରୁ , କୂଲର୍‌ ନୀତିନିୟମ ମାନିକରି ଚଲିଲେନି |
ମନ , ମନ୍‌ , ଜାନିବାକେ ମନ୍କରୁ ସବୁକାତା ଜାନିପାରେ |
କାମଚଳା ,  କାମ୍‌ ଚଲେଇବାଟା , ଗାନ୍ଦୀମାପ୍ର ନାଉ ଡାକ୍ଫୁଟା |
ଉଦ୍ୟମ , ଚେର୍‌ଷ୍ଟାକରୁ , ତର୍କାତା ଶୁନିକରି ମୁଇ ବଡ଼େ ସାର୍ଦା ହେଲିନି |
ଦେବୀ , ଦେବୀ ,  ଆମରଗାଏଁ ଗଟେକ୍‌ ଚତୁର୍ଲକ୍‌ ଆଚେ |
ଦୟାଳୁ , ସେ ବଡ଼େ ଦୟାକରୁ , ବଗତ୍ମାଝୀ ଗୀତ୍କୁଡ଼ିଆ ଚଇତ୍ପରବ୍ଗୀତ ବଡ଼େ ନିମାନ୍‌ ଗାଇସି।
ସଂସାର , ସଂସାର , କଣ୍େକ୍‌ ଲୂନ୍‌ ଆଦିକ୍‌ ହେଲେ ସରିଶାଗ୍‌ ଖରିଆ ଏଇଯାଇସି।
କୂଳ , କୁଲ୍‌ , ବଜାରଯାଇକରି ମନ୍କର୍ବା ଜିନିଷମନ୍‌ ଘେନ |
ଜିଜ୍ଞାସା , ଜାନିବାକେ ମନକରୁ , ସେବଡ଼େ ଡ଼ଉଲ୍‌ ପିଲା|
ପ୍ରସିହ , ଡାକ୍ଫୁଟା , କଲିଆ ଲୁବ୍ରା ହେଲାରୁ ମର୍ତେ ମାର୍ଲାଏ |
ପ୍ରସନ୍ନ , ସାରଦା , ଆମର ବଡ଼ୁ କାଇଲାଗିନେ ଚାଲିନପାରେ |
ବୁଛିମାନ , ଚତୁର , ନିମାନ୍‌ କରି ନା ଖାଇଲେ ସୁକ୍‌ଟା ହେଟୁସ୍‌।
ଗାୟକ , ଗୀତଚ୍‌କୁଡ଼ିଆ , କାନାଲକ୍କେ ବାଟ୍‌ ଦେକାଇ ଦିଆ |
ଲୁଣିଆ , ଖରିଆ ," ସେ ଭଇରାଟା, ତାକେ କଇବା କାତାମନ୍‌ ନାଶୁନା ଯାଇସି।"
ଇଚ୍ା , ମନକର୍ବା , ଚଟାଲକ୍କେ ଟାପ୍ରା ନା କରା |
ସୁଦ୍ଦର , ଡଉଲ/ ନିକ , ଆମର୍‌ ଗାଏଁ ଗଟେ କନ୍ଦା ପିଲାଆଚେ |
ଲୋଭୀ , ଲୁବ୍‌ରା , ତୁଇ ବନୁଆ ଜନୁକେ ନମାର୍‌ |
ଦୁର୍ବଳ , କାଇଲା , ତାର୍ଗାଗଡ଼୍‌ ମଟା|
ପତଳା , ସୁକ୍‌ଟା/ପାତାଲା , ସେ ସାଦୁଟା କାଇଟାମିଶା ନାକଏ |
ଅନ୍ଧ , କାନା , ଶୀତ୍‌ ଦିନେ ଜବର୍‌ କାକର୍‌ ଲାଗ୍ସି |
କାଲ , ଉଇରା , ତପ୍‌ଲା ପାନିକେ କାକର୍‌ କରି ତୁକ୍‌ |
ଛୋଟା , ଚଟା , ବଡ଼୍‌ଟା ଲକ୍କେ ଜାଗିକରି କାତା ହେବାର୍‌ |
ମୂକ , କନ୍ଦା , ସାନ୍ପିଲାମନ୍କେ ଗଟେକ୍‌ ଗଟେକ୍‌ ମିଟାଇ ଦେଲେନି |
ବଣୁଆ , ବନୁଆ ,  ଚାରିବାଟେ ଉଜଲ୍‌ ଦିଶିଲାନି |
ମୋଟା , ମଟା ,  ଇତିସିତି କାଚ୍ରା ପକେଇଲେ ସରିମଟି ହେବାଇ
ସାଧୁ , ସାଦୁ ,  ଇତି ତୁଇ କାଇଗିନେ ଆଇଲୁସ୍‌ ?
ଥଣ୍ଡା , କାକର ,  ସିତି ମୁଇଁ ଯିବାକେ ପଡ଼୍ସି |
ଗରମ , ତପ୍‌ଲା ,  ତା'ର ଗର୍‌ ଲଗେ ଆଚେ |
ବଡ଼ , ବଡ଼ଟା ,  କମନ୍‌ ଦୂର୍କେ ଆଚେ |
ଛୋଟ , ସାନ୍‌ ଚୋଟ୍‌ ,  ତୁଇ ଆଗେ ହିଣ୍ଡ |
ଉଜଳ ,  ଉଜଲ୍‌ , ତାର୍‌ ପଟେ ମୁଇ ଆଇବି।
ମଇଳା ,  କଚ୍ରା ,  ଆମର୍‌ ଘର୍‌ ପାଲିକେ ଇସ୍ୁଲ୍‌ ଆଟେ |
ଏଠାରେ , ଇତି , ଏବେ ତୁଇ କନି ଯିବୁସ୍‌ |
ସେଠାରେ , ସିତି/ ସିଟାନେ ,  ତୁଇମକେ କାଇଟା ମିଶା ନା କଇଲୁସ୍‌ |
ନିକଟରେ , ଲଗେ ,  ତାର୍‌ ସଙ୍ଗେ ମୁଇ ଯାଇରେଲି |
ଦୂରରେ ,  ଦୂର୍କେ ,  ତୁଇ ଆବ୍‌କା ଆଇଲୁସ୍‌ |
ଆଗରେ ,  ଆଗେ/ଚେମ ,  ତାକେ ମଶାନ୍‌ ଯାକେ ଚାଡ଼ିକରି ଆସା |
ପଛରେ , ପଟଚେ/ପିଟିବାଟେ ,  ନିଜ୍‌ ଇ କାତା ତୁଇ ନା କୁଲା ସେ ନିଡଲାନି |
ପାର୍ଶ୍ଵ , ପାଲି ,  ତୁଇ ଯିବୁସ୍‌ ମାତର୍‌ ସେ ନା ଆସେ |
ବର୍ତମାନ , ଏବେ ,  ତାର୍‌ ଲାଗି ମୁଇଁ ଗଟେକ୍‌ କାମିଜ୍‌ ଘେନିଆନିରେଲି |
କଣ , କିସ୍‌/ କାଇଟା ,ପାଞ୍ଚ ଉନା ଶଏଲକ୍‌ ରୁଣ୍ଡଲେଇ ତୁଇ ଗୁଡ଼ିକ୍‌ ଖାଇକରି ଆସା।
ସହିତ , ସଙ୍ଗେ , ତୁଇ ସେନ୍ତାର୍‌ (ସେପାରା) କଇଲେ ନାହୁଏ |
କେବଳ ,  ଆବ୍‌କା , ବେଲ୍‌ ଏଲାନି ଇସ୍କୁଲେ ଜୁ |
ପର୍ଯ୍ୟନ୍ତ , ଯାକେ ,  ଆମେ ବେଏରନ୍ତାନେ ଯାଇଆସୁ
ନୁହେଁ ,  ନା/ ନାଇ ,  ଇତିବସ୍ବାକେଟାନ୍ନାଇ |
କିନ୍ତୁ , ମାତର୍‌/ ମିଶା ,  ଗଡ଼ଭାତ ପୁନିଦଇକରି ଖାଇବା କାତା |
ପାଇଁ , ଲାଗି/ ପାଇଁ , ପାନି ଢୁକିକରି ମୁଇ ହିଣ୍ଡବି ।
ଅକ୍ଧ , ଉନା/ କଣ୍ଡେକ୍‌/ ଗୁଡ଼ିକ୍‌ , ତଲ୍କେ ଦେକିକରି ହିଣ୍ |
ସେହିପରି/ସେହିଭଳି , ସେନ୍ତାର/ ସେପାରା , ତୁଇ କାଇ କାତା ଶୁନିଲିସ୍‌ |
ଯିବା , ଜୁ ,  ବସଟାନୁ ଉତ୍ରି କଣ୍ଡକେ ହିଣ୍ବାକେ ପତ଼୍‌ସି |
ଆସିବା , ଆସୁ , ଆୟାପେଜ୍‌ ରାନ୍ଦ୍ଲାନି|
ବସିବା , ବସୁ , ତୁଇ ନିମାନକରି ଲେକାପଡ଼ା ଶିକ୍ବାର ଆଚେ |
ଖାଇବା , ଖାଉ , ଗୀତ୍‌ କୁଡ଼ିଆ ଚଇତ୍‌ ପରବ୍ଗୀତ୍‌ ଗାଇଲାନି |
ପିଇବା ,  ଢୁକୁ ," ଆସା, ଚେର୍ଚେରା ନାଟକରୁ |"
ଦେଖ୍‌ବା , ଦେକୁ , ନିମାନ୍‌କରି ଗାଦେଲେ ଗାଗଡ଼େ କୁଣ୍ଡିଆନି ନାହଏ।
ଶୁଣିବା , ଶୁନୁ , ଗାଉଁର ଧାଙ୍ଗତୀମନ୍‌ ସାଇଲଡ଼ି ଖେଲ୍ଲେନି |
ଗରଲିବା , ହିଣ୍ଡୁ , ଗଚେ ମାକଡ଼ମନ୍‌ ଡ଼ଗେଇଲେନି |
ରାନ୍ଧିବା , ରାନ୍ଦୁ , ସାକାଲସାକାଲ୍‌ ଦାନନ୍‌ କର୍ବା ପଚେ ପେଜ ତୁକୁ |
ଶିଖୁବା , ଶିକୁ , ବାଲୁଦେକି କରି ସେ ଦାଇଁ ପାଲାଇରେଲା |
ଗାଇବା , ଗାଉ , ପାନି ନା ଚାପାଲେ ଦାନବୁନ୍ଦମନ୍‌ ସୁକିଯାଇସି।
ନୃତ୍ଯ କରିବା , ନାଟକରୁ , ମୁଇଁ ବାଟେ ଗଟେକ୍‌ ପେନ୍‌ ମିଲାଇଲି |
ଗାଧୋଇବା , ଗାଦାଉ/ ପାନିଦଉ , ଆୟା ଗାରଉଲ୍‌ ପୁନିଲାନି |
ଖେଳିବା , ଖେଲୁ , ତୁଇ କାଇପାଇ ହସିରେଲୁ |
ଡ଼େଇବା , ତ଼ଗାଉ , ତୁଇନା କାନ୍ଦା|
ଦାନ୍ତ ଘଷିବା , ଦାନ୍ତନ୍‌କରୁ , କାତାନିଗଟେ କଉ |
ଦୌଡିବା , ପାଲାଉ , ଲେକାପଡ଼ା ଜାନି ରେଲେ କେମିଶା ଠକିନାପାରେ |
ପାଣି ମଡ଼ାଇବା , ପାନି ଗ୍ୃପାଉ , ପାନି ମାର୍ଲେ ହଲ୍‌ କର୍‌ ବାକେ ପଡ଼ସି |
ପାଇବା , ମିଲାଉ , ତୁଇ କାଇଗିନେ ଶୋଇଲେନୁନି |
ପାଛୁଡ଼ିବା , ପୁନୁ , ସେମନ୍‌ କାମ୍କରି ତାକିକରି ବସିଲାଏ |
ହସିବା , ହସୁ , ତାର କାଜେ ଗଟେକ୍‌ କାମିଜ ଘେନ୍‌ଲା |
କାନ୍ଦିବା , କାନ୍ଦୁ , ତୁଇ ଗଟେମିଶା ଉତରନା କଇଲୁନି |
କହିବା , କଉ , ଖାଙ୍ଗାରମନ୍‌ ତାକେ ମାର୍ବା ସାଙ୍ଗେ ଡାବୁକାସୂ ନେଇରେଲେ।
